comp0_NID	IW_ID	Ensemble	HUGO
723	1293	ENSG00000159082	SYNJ1

724	1294	ENSG00000137393	RNF144B

725	1295	ENSG00000196540	FAM75A7

726	1297	ENSG00000166592	RRAD

727	1300	ENSG00000185602	ARHGAP27

728	1302	ENSG00000125726	CD70

729	1307	ENSG00000146276	GABRR1

730	1308	ENSG00000186818	LILRB4

731	1310	ENSG00000158792	SPATA2L

732	1314	ENSG00000165272	AQP3

733	1315	ENSG00000072506	HSD17B10

734	1316	ENSG00000131941	RHPN2

735	1317	ENSG00000113328	CCNG1

736	1320	ENSG00000198924	DCLRE1A

737	1321	ENSG00000165807	C14orf50

738	1323	ENSG00000178467	P4HTM

739	1325	ENSG00000170941	C8orf79

740	1327	ENSG00000117507	FMO6P

741	1329	ENSG00000126550	HTN1

742	1330	ENSG00000144597	EAF1

743	1331	ENSG00000167601	AXL

744	1332	ENSG00000161513	FDXR

745	1336	ENSG00000155052	CNTNAP5

746	1337	ENSG00000125170	DOK4

747	1340	ENSG00000137074	APTX

748	1341	ENSG00000047644	WWC3

749	1342	ENSG00000174697	LEP

750	1344	ENSG00000206443	ENSG00000206443

751	1345	ENSG00000020577	SAMD4A

752	1347	ENSG00000115183	TANC1

753	1349	ENSG00000183648	NDUFB1

754	1351	ENSG00000152578	GRIA4

755	1352	ENSG00000137288	C6orf125

756	1353	ENSG00000015133	CCDC88C

757	1354	ENSG00000167085	PHB

758	1355	ENSG00000108256	NUFIP2

759	1356	ENSG00000137285	TUBB2B

760	1357	ENSG00000174227	PIGG

761	1361	ENSG00000176894	PGAM5

762	1362	ENSG00000114107	CEP70

763	1363	ENSG00000101452	DHX35

764	1367	ENSG00000162078	ZG16B

765	1368	ENSG00000151065	DCP1B

766	1370	ENSG00000100129	EIF3L

767	1371	ENSG00000130177	CDC16

768	1374	ENSG00000166507	NDST2

769	1378	ENSG00000126254	RBM42

770	1379	ENSG00000167654	ATCAY

771	1383	ENSG00000156313	RPGR

772	1386	ENSG00000205570	ENSG00000205570

773	1387	ENSG00000205531	NAP1L4

774	1388	ENSG00000168872	DDX19A

775	1389	ENSG00000108684	ACCN1

776	1393	ENSG00000134996	OSTF1

777	1394	ENSG00000111241	FGF6

778	1395	ENSG00000159214	CCDC24

779	1397	ENSG00000135968	GCC2

780	1399	ENSG00000020633	RUNX3

781	1400	ENSG00000038295	TLL1

782	1403	ENSG00000186827	TNFRSF4

783	1404	ENSG00000165914	TTC7B

784	1405	ENSG00000106991	ENG

785	1406	ENSG00000196531	NACA

786	1407	ENSG00000163295	ALPI

787	1408	ENSG00000167791	CABP2

788	1411	ENSG00000014123	KIAA0776

789	1413	ENSG00000101017	CD40

790	1414	ENSG00000111344	RASAL1

791	1418	ENSG00000164400	CSF2

792	1419	ENSG00000204525	HLA-C

793	1423	ENSG00000078900	TP73

794	1424	ENSG00000137462	TLR2

795	1425	ENSG00000130255	RPL36

796	1426	ENSG00000126231	PROZ

797	1430	ENSG00000112578	BYSL

798	1432	ENSG00000175482	POLD4

799	1433	ENSG00000100345	MYH9

800	1435	ENSG00000092531	SNAP23

801	1437	ENSG00000004779	NDUFAB1

802	1438	ENSG00000109756	RAPGEF2

803	1439	ENSG00000105856	HBP1

804	1440	ENSG00000063015	SEZ6

805	1441	ENSG00000198890	PRMT6

806	1442	ENSG00000170962	PDGFD

807	1443	ENSG00000069431	ABCC9

808	1445	ENSG00000121022	COPS5

809	1446	ENSG00000120875	DUSP4

810	1448	ENSG00000134697	GNL2

811	1450	ENSG00000167110	GOLGA2

812	1451	ENSG00000154310	TNIK

813	1453	ENSG00000178127	NDUFV2

814	1455	ENSG00000178556	CKS1BP6

815	1457	ENSG00000119321	FKBP15

816	1459	ENSG00000135870	RC3H1

817	1460	ENSG00000165646	SLC18A2

818	1461	ENSG00000164707	SLC13A4

819	1463	ENSG00000167721	TSR1

820	1465	ENSG00000204227	RING1

821	1467	ENSG00000071677	PRLH

822	1468	ENSG00000172340	SUCLG2

823	1475	ENSG00000156858	PRR14

824	1476	ENSG00000130066	SAT1

825	1477	ENSG00000101310	SEC23B

826	1478	ENSG00000103978	TMEM87A

827	1480	ENSG00000175556	LONRF3

828	1481	ENSG00000126803	HSPA2

829	1482	ENSG00000171295	ZNF440

830	1483	ENSG00000040199	PHLPP2

831	1484	ENSG00000133059	DSTYK

832	1485	ENSG00000114942	EEF1B2

833	1486	ENSG00000105640	RPL18A

834	1487	ENSG00000040633	PHF23

835	1492	ENSG00000109475	RPL34

836	1493	ENSG00000106123	EPHB6

837	1496	ENSG00000168118	RAB4A

838	1497	ENSG00000106809	OGN

839	1498	ENSG00000071189	SNX13

840	1499	ENSG00000136518	ACTL6A

841	1500	ENSG00000175567	UCP2

842	1501	ENSG00000134574	DDB2

843	1503	ENSG00000162664	ZNF326

844	1504	ENSG00000162896	PIGR

845	1505	ENSG00000116014	KISS1R

846	1506	ENSG00000147255	IGSF1

847	1507	ENSG00000104725	NEFL

848	1511	ENSG00000108950	FAM20A

849	1512	ENSG00000169126	ARMC4

850	1518	ENSG00000122705	CLTA

851	1520	ENSG00000112655	PTK7

852	1521	ENSG00000198252	STYX

853	1522	ENSG00000213085	CCDC19

854	1523	ENSG00000174903	RAB1B

855	1524	ENSG00000128656	CHN1

856	1525	ENSG00000065325	GLP2R

857	1528	ENSG00000135297	MTO1

858	1529	ENSG00000113494	PRLR

859	1530	ENSG00000076604	TRAF4

860	1532	ENSG00000137601	NEK1

861	1535	ENSG00000172270	BSG

862	1538	ENSG00000101150	TPD52L2

863	1540	ENSG00000173614	NMNAT1

864	1542	ENSG00000140287	HDC

865	1544	ENSG00000154330	PGM5

866	1545	ENSG00000071051	NCK2

867	1548	ENSG00000122852	SFTPA1B

868	1549	ENSG00000211895	IGHA1

869	1551	ENSG00000176953	NFATC2IP

870	1553	ENSG00000183726	TMEM50A

871	1554	ENSG00000170776	AKAP13

872	1556	ENSG00000004897	CDC27

873	1558	ENSG00000025800	KPNA6

874	1559	ENSG00000165609	NUDT5

875	1563	ENSG00000113532	ST8SIA4

876	1564	ENSG00000147592	LACTB2

877	1570	ENSG00000205937	RNPS1

878	1572	ENSG00000105409	ATP1A3

879	1573	ENSG00000184992	BRI3BP

880	1574	ENSG00000182774	LOC100505503

881	1575	ENSG00000146242	TPBG

882	1577	ENSG00000021762	OSBPL5

883	1579	ENSG00000196199	MPHOSPH8

884	1580	ENSG00000212875	ENSG00000212875

885	1582	ENSG00000183979	NPB

886	1584	ENSG00000122299	ZC3H7A

887	1587	ENSG00000183791	TCEB3C

888	1588	ENSG00000104164	PLDN

889	1591	ENSG00000143320	CRABP2

890	1593	ENSG00000143951	C2orf86

891	1596	ENSG00000101493	ZNF516

892	1597	ENSG00000139684	ESD

893	1599	ENSG00000114353	GNAI2

894	1602	ENSG00000187391	MAGI2

895	1608	ENSG00000184203	PPP1R2

896	1609	ENSG00000188895	MSL1

897	1610	ENSG00000184363	PKP3

898	1611	ENSG00000153086	ACMSD

899	1612	ENSG00000172500	FIBP

900	1613	ENSG00000159322	ADPGK

901	1615	ENSG00000128510	CPA4

902	1618	ENSG00000111704	NANOGP8

903	1619	ENSG00000091129	NRCAM

904	1620	ENSG00000099785	MARCH2

905	1621	ENSG00000132005	RFX1

906	1626	ENSG00000129518	EAPP

907	1627	ENSG00000196793	ZNF239

908	1628	ENSG00000145982	FARS2

909	1629	ENSG00000140400	MAN2C1

910	1630	ENSG00000004838	ZMYND10

911	1632	ENSG00000146674	IGFBP3

912	1634	ENSG00000141753	IGFBP4

913	1635	ENSG00000121879	PIK3CA

914	1636	ENSG00000151414	NEK7

915	1641	ENSG00000185414	MRPL30

916	1644	ENSG00000170011	MYRIP

917	1648	ENSG00000079337	RAPGEF3

918	1649	ENSG00000138002	IFT172

919	1651	ENSG00000185437	SH3BGR

920	1653	ENSG00000125753	VASP

921	1654	ENSG00000106927	AMBP

922	1655	ENSG00000167588	GPD1

923	1657	ENSG00000114279	FGF12

924	1660	ENSG00000157851	DPYSL5

925	1661	ENSG00000081014	AP4E1

926	1664	ENSG00000006788	MYH13

927	1665	ENSG00000108510	MED13

928	1666	ENSG00000163428	LRRC58

929	1668	ENSG00000167286	CD3D

930	1670	ENSG00000153944	MSI2

931	1672	ENSG00000130304	SLC27A1

932	1673	ENSG00000161664	ASB16

933	1676	ENSG00000206226	ENSG00000206226

934	1681	ENSG00000137397	ENSG00000137397

935	1682	ENSG00000134871	COL4A2

936	1683	ENSG00000132305	IMMT

937	1687	ENSG00000204628	GNB2L1

938	1689	ENSG00000171643	S100Z

939	1691	ENSG00000033867	SLC4A7

940	1692	ENSG00000184368	MAP7D2

941	1695	ENSG00000167236	CCL23

942	1696	ENSG00000089685	BIRC5

943	1698	ENSG00000141933	C19orf20

944	1699	ENSG00000023572	GLRX2

945	1700	ENSG00000175137	SH3BP5L

946	1704	ENSG00000196230	TUBB

947	1707	ENSG00000119685	TTLL5

948	1709	ENSG00000100908	FAM158A

949	1710	ENSG00000204560	DHX16

950	1712	ENSG00000147364	FBXO25

951	1714	ENSG00000150459	SAP18

952	1715	ENSG00000213722	DDAH2

953	1718	ENSG00000105486	LIG1

954	1720	ENSG00000148926	ADM

955	1722	ENSG00000114125	RNF7

956	1723	ENSG00000118596	SLC16A7

957	1724	ENSG00000015285	WAS

958	1725	ENSG00000115902	SLC1A4

959	1727	ENSG00000135604	STX11

960	1729	ENSG00000119471	HSDL2

961	1731	ENSG00000182606	TRAK1

962	1732	ENSG00000167565	SERTAD3

963	1739	ENSG00000182520	ENSG00000182520

964	1745	ENSG00000136868	SLC31A1

965	1746	ENSG00000204386	NEU1

966	1747	ENSG00000146733	PSPH

967	1748	ENSG00000107651	SEC23IP

968	1751	ENSG00000172977	KAT5

969	1752	ENSG00000022355	GABRA1

970	1754	ENSG00000055130	CUL1

971	1755	ENSG00000131848	ZSCAN5A

972	1756	ENSG00000119383	PPP2R4

973	1758	ENSG00000188818	ZDHHC11

974	1759	ENSG00000187244	BCAM

975	1762	ENSG00000148396	SEC16A

976	1764	ENSG00000162290	DCP1A

977	1766	ENSG00000175899	A2M

978	1767	ENSG00000101161	PRPF6

979	1770	ENSG00000160271	RALGDS

980	1771	ENSG00000144642	RBMS3

981	1772	ENSG00000107623	GDF10

982	1775	ENSG00000161800	RACGAP1P

983	1780	ENSG00000012817	KDM5D

984	1785	ENSG00000122641	INHBA

985	1786	ENSG00000110799	VWF

986	1787	ENSG00000215251	FASTKD5

987	1788	ENSG00000103326	SOLH

988	1789	ENSG00000197915	HRNR

989	1791	ENSG00000130340	SNX9

990	1794	ENSG00000115461	IGFBP5

991	1797	ENSG00000184494	ENSG00000184494

992	1802	ENSG00000127603	MACF1

993	1804	ENSG00000211975	IGHV3-72

994	1808	ENSG00000213760	ATP6V1G2

995	1809	ENSG00000104866	LRRC68

996	1810	ENSG00000182979	MTA1

997	1811	ENSG00000063322	MED29

998	1813	ENSG00000135720	DYNC1LI2

999	1814	ENSG00000149100	EIF3M

1000	1816	ENSG00000050820	BCAR1

1001	1818	ENSG00000070778	PTPN21

1002	1819	ENSG00000185338	SOCS1

1003	1821	ENSG00000112164	GLP1R

1004	1822	ENSG00000114737	CISH

1005	1824	ENSG00000114503	NCBP2

1006	1825	ENSG00000121417	ZNF211

1007	1828	ENSG00000128050	PAICS

1008	1829	ENSG00000128709	HOXD9

1009	1830	ENSG00000126773	C14orf135

1010	1833	ENSG00000162063	CCNF

1011	1835	ENSG00000165782	TMEM55B

1012	1836	ENSG00000179571	NBPF1

1013	1837	ENSG00000206148	NKX1-2

1014	1838	ENSG00000115839	RAB3GAP1

1015	1840	ENSG00000106511	MEOX2

1016	1842	ENSG00000120738	EGR1

1017	1843	ENSG00000007062	PROM1

1018	1844	ENSG00000119614	VSX2

1019	1845	ENSG00000197283	SYNGAP1

1020	1846	ENSG00000185057	ENSG00000185057

1021	1847	ENSG00000121749	TBC1D15

1022	1848	ENSG00000130772	MED18

1023	1849	ENSG00000204178	TMEM57

1024	1852	ENSG00000164687	FABP5

1025	1853	ENSG00000152620	C5orf33

1026	1855	ENSG00000166922	SCG5

1027	1857	ENSG00000116977	LGALS8

1028	1858	ENSG00000119121	TRPM6

1029	1860	ENSG00000151778	SERP2

1030	1861	ENSG00000184575	XPOT

1031	1863	ENSG00000198626	RYR2

1032	1864	ENSG00000140522	RLBP1

1033	1865	ENSG00000197324	LRP10

1034	1870	ENSG00000168807	SNTB2

1035	1872	ENSG00000214706	IFRD2

1036	1874	ENSG00000117676	RPS6KA1

1037	1875	ENSG00000170345	FOS

1038	1879	ENSG00000160097	FNDC5

1039	1882	ENSG00000139324	TMTC3

1040	1885	ENSG00000139055	ERP27

1041	1887	ENSG00000164163	ABCE1

1042	1891	ENSG00000120586	MRC1

1043	1893	ENSG00000107959	PITRM1

1044	1896	ENSG00000165996	PTPLA

1045	1897	ENSG00000115935	WIPF1

1046	1900	ENSG00000125149	C16orf70

1047	1903	ENSG00000132879	FBXO44

1048	1906	ENSG00000073282	TP63

1049	1907	ENSG00000167461	RAB8A

1050	1908	ENSG00000133103	COG6

1051	1909	ENSG00000213221	DNLZ

1052	1910	ENSG00000061936	SFRS8

1053	1911	ENSG00000140320	BAHD1

1054	1912	ENSG00000163110	PDLIM5

1055	1913	ENSG00000182752	PAPPAS

1056	1914	ENSG00000105464	GRIN2D

1057	1915	ENSG00000144476	CXCR7

1058	1916	ENSG00000211659	IGLV3-25

1059	1917	ENSG00000169554	ZEB2

1060	1920	ENSG00000204392	LSM2

1061	1922	ENSG00000168763	CNNM3

1062	1923	ENSG00000129932	DOHH

1063	1924	ENSG00000143674	KIAA1804

1064	1925	ENSG00000206211	ENSG00000206211

1065	1927	ENSG00000181885	CLDN7

1066	1928	ENSG00000212900	LOC100128819

1067	1929	ENSG00000214010	ENSG00000214010

1068	1930	ENSG00000154920	EME1

1069	1932	ENSG00000110367	DDX6

1070	1934	ENSG00000073921	PICALM

1071	1937	ENSG00000110713	NUP98

1072	1941	ENSG00000164307	ERAP1

1073	1943	ENSG00000104549	SQLE

1074	1945	ENSG00000156374	PCGF6

1075	1949	ENSG00000152556	PFKM

1076	1950	ENSG00000100644	HIF1A

1077	1951	ENSG00000104901	DKKL1

1078	1956	ENSG00000172667	ZMAT3

1079	1957	ENSG00000008516	MMP25

1080	1958	ENSG00000185065	C22orf39

1081	1964	ENSG00000100387	RBX1

1082	1966	ENSG00000008083	JARID2

1083	1967	ENSG00000143641	GALNT2

1084	1968	ENSG00000169129	AFAP1L2

1085	1972	ENSG00000176534	ENSG00000176534

1086	1973	ENSG00000091073	DTX2

1087	1974	ENSG00000170500	LONRF2

1088	1976	ENSG00000115896	PLCL1

1089	1978	ENSG00000174977	LOC645139

1090	1980	ENSG00000145555	MYO10

1091	1981	ENSG00000171208	NETO2

1092	1982	ENSG00000143363	PRUNE

1093	1983	ENSG00000135451	TROAP

1094	1985	ENSG00000198961	PJA2

1095	1986	ENSG00000143184	XCL1

1096	1988	ENSG00000017797	RALBP1

1097	1989	ENSG00000115317	HTRA2

1098	1994	ENSG00000071564	TCF3

1099	1996	ENSG00000163060	TEKT4

1100	1997	ENSG00000214600	PCDHA12

1101	1998	ENSG00000204569	PPP1R10

1102	1999	ENSG00000138660	C4orf16

1103	2001	ENSG00000177485	ZBTB33

1104	2002	ENSG00000176974	SHMT1

1105	2003	ENSG00000173588	CCDC41

1106	2004	ENSG00000131944	C19orf40

1107	2005	ENSG00000168594	ADAM29

1108	2006	ENSG00000118412	CASP8AP2

1109	2008	ENSG00000136881	BAAT

1110	2011	ENSG00000103168	TAF1C

1111	2012	ENSG00000042022	ABHD14A

1112	2015	ENSG00000179271	GADD45GIP1

1113	2017	ENSG00000094841	UPRT

1114	2018	ENSG00000120500	ARR3

1115	2021	ENSG00000140941	MAP1LC3B

1116	2023	ENSG00000047457	CP

1117	2024	ENSG00000145414	NAF1

1118	2026	ENSG00000106066	CPVL

1119	2028	ENSG00000188603	CLN3

1120	2029	ENSG00000121957	GPSM2

1121	2030	ENSG00000099399	MAGEB2

1122	2033	ENSG00000171421	MRPL36

1123	2034	ENSG00000146067	FLJ10404

1124	2038	ENSG00000196396	PTPN1

1125	2039	ENSG00000196850	PPTC7

1126	2040	ENSG00000090487	SPG21

1127	2041	ENSG00000157554	ERG

1128	2042	ENSG00000198814	GK

1129	2043	ENSG00000198265	HELZ

1130	2044	ENSG00000174307	PHLDA3

1131	2050	ENSG00000179801	C8orf30A

1132	2054	ENSG00000010704	HFE

1133	2055	ENSG00000141985	SH3GL1

1134	2057	ENSG00000136040	PLXNC1

1135	2060	ENSG00000148908	RGS10

1136	2062	ENSG00000172366	C16orf14

1137	2063	ENSG00000171444	MCC

1138	2065	ENSG00000057935	MTA3

1139	2067	ENSG00000108559	NUP88

1140	2069	ENSG00000124257	NEURL2

1141	2071	ENSG00000139436	GIT2

1142	2073	ENSG00000110887	DAO

1143	2075	ENSG00000124693	HIST1H3B

1144	2078	ENSG00000133477	FAM83F

1145	2079	ENSG00000067221	STOML1

1146	2081	ENSG00000185122	HSF1

1147	2083	ENSG00000100028	SNRPD3

1148	2084	ENSG00000050344	NFE2L3

1149	2088	ENSG00000166037	CEP57

1150	2090	ENSG00000049246	PER3

1151	2091	ENSG00000117593	DARS2

1152	2092	ENSG00000023228	NDUFS1

1153	2094	ENSG00000067992	PDK3

1154	2095	ENSG00000110422	HIPK3

1155	2097	ENSG00000105928	DFNA5

1156	2100	ENSG00000143845	ETNK2

1157	2102	ENSG00000124435	PSG2

1158	2103	ENSG00000064393	HIPK2

1159	2106	ENSG00000137177	KIF13A

1160	2107	ENSG00000136653	RASSF5

1161	2109	ENSG00000213689	TREX1

1162	2111	ENSG00000154146	NRGN

1163	2117	ENSG00000189023	MAGEB16

1164	2119	ENSG00000112242	E2F3

1165	2120	ENSG00000113300	CNOT6

1166	2121	ENSG00000153147	SMARCA5

1167	2122	ENSG00000150054	MPP7

1168	2123	ENSG00000120341	SEC16B

1169	2125	ENSG00000087191	PSMC5

1170	2126	ENSG00000179335	CLK3

1171	2127	ENSG00000136754	ABI1

1172	2128	ENSG00000198839	ZNF277

1173	2129	ENSG00000116783	FPGT

1174	2131	ENSG00000143442	POGZ

1175	2133	ENSG00000101246	ARFRP1

1176	2135	ENSG00000205659	LIN52

1177	2136	ENSG00000160801	PTH1R

1178	2137	ENSG00000128346	C22orf23

1179	2140	ENSG00000134640	MTNR1B

1180	2142	ENSG00000099994	SUSD2

1181	2143	ENSG00000175591	P2RY2

1182	2145	ENSG00000172809	RPL38

1183	2146	ENSG00000147380	OPN1MW

1184	2147	ENSG00000166887	VPS39

1185	2149	ENSG00000111581	NUP107

1186	2150	ENSG00000112486	CCR6

1187	2151	ENSG00000105613	MAST1

1188	2156	ENSG00000117650	NEK2

1189	2159	ENSG00000130203	APOE

1190	2160	ENSG00000117362	APH1A

1191	2162	ENSG00000197723	HSPB9

1192	2163	ENSG00000162594	IL23R

1193	2164	ENSG00000166145	SPINT1

1194	2166	ENSG00000206318	ENSG00000206318

1195	2167	ENSG00000127054	CPSF3L

1196	2168	ENSG00000100359	SGSM3

1197	2170	ENSG00000090060	PAPOLA

1198	2171	ENSG00000151208	DLG5

1199	2172	ENSG00000205755	CRLF2

1200	2173	ENSG00000175879	HOXD8

1201	2174	ENSG00000119414	PPP6C

1202	2176	ENSG00000130707	ASS1

1203	2179	ENSG00000096395	MLN

1204	2181	ENSG00000123933	MXD4

1205	2182	ENSG00000151849	CENPJ

1206	2183	ENSG00000172850	ENSG00000172850

1207	2184	ENSG00000163584	RPL22L1

1208	2186	ENSG00000183044	ABAT

1209	2187	ENSG00000082482	KCNK2

1210	2188	ENSG00000153234	NR4A2

1211	2191	ENSG00000183638	RP1L1

1212	2192	ENSG00000122194	PLG

1213	2193	ENSG00000175455	CCDC14

1214	2194	ENSG00000075651	PLD1

1215	2195	ENSG00000123892	RAB38

1216	2196	ENSG00000136114	THSD1

1217	2198	ENSG00000100744	C14orf129

1218	2201	ENSG00000186940	CHCHD9

1219	2202	ENSG00000145945	FAM50B

1220	2204	ENSG00000074527	NTN4

1221	2205	ENSG00000162572	SCNN1D

1222	2210	ENSG00000196517	SLC6A9

1223	2211	ENSG00000171914	TLN2

1224	2212	ENSG00000120727	PAIP2

1225	2213	ENSG00000065371	ROPN1

1226	2214	ENSG00000020129	NCDN

1227	2216	ENSG00000151498	ACAD8

1228	2219	ENSG00000105246	EBI3

1229	2220	ENSG00000155097	ATP6V1C1

1230	2222	ENSG00000157349	DDX19B

1231	2223	ENSG00000100554	ATP6V1D

1232	2225	ENSG00000168692	ENSG00000168692

1233	2227	ENSG00000109016	DHRS7B

1234	2228	ENSG00000125388	GRK4

1235	2230	ENSG00000141627	DYM

1236	2233	ENSG00000198574	SH2D1B

1237	2238	ENSG00000173281	PPP1R3B

1238	2239	ENSG00000204520	ENSG00000204520

1239	2240	ENSG00000175279	APITD1

1240	2242	ENSG00000170748	RBMXL2

1241	2243	ENSG00000129910	CDH15

1242	2244	ENSG00000103591	AAGAB

1243	2245	ENSG00000205162	ENSG00000205162

1244	2251	ENSG00000206172	HBA1

1245	2253	ENSG00000215476	ENSG00000215476

1246	2255	ENSG00000075290	WNT8B

1247	2256	ENSG00000075388	FGF4

1248	2260	ENSG00000099282	TSPAN15

1249	2262	ENSG00000111530	CAND1

1250	2263	ENSG00000178234	GALNT11

1251	2265	ENSG00000169213	RAB3B

1252	2271	ENSG00000149596	JPH2

1253	2273	ENSG00000121764	HCRTR1

1254	2274	ENSG00000143553	SNAPIN

1255	2275	ENSG00000092929	UNC13D

1256	2276	ENSG00000107938	C10orf137

1257	2277	ENSG00000151092	NGLY1

1258	2279	ENSG00000171408	PDE7B

1259	2284	ENSG00000197561	ELANE

1260	2285	ENSG00000140543	DET1

1261	2290	ENSG00000138061	CYP1B1

1262	2292	ENSG00000171475	WIPF2

1263	2293	ENSG00000131100	ATP6V1E1

1264	2294	ENSG00000071082	RPL31

1265	2297	ENSG00000164012	WDR65

1266	2300	ENSG00000085760	MTIF2

1267	2301	ENSG00000099194	SCD

1268	2304	ENSG00000142973	CYP4B1

1269	2305	ENSG00000085415	SEH1L

1270	2306	ENSG00000151835	SACS

1271	2307	ENSG00000165124	SVEP1

1272	2308	ENSG00000188976	NOC2L

1273	2309	ENSG00000212915	ENSG00000212915

1274	2310	ENSG00000158445	KCNB1

1275	2311	ENSG00000203950	FAM127B

1276	2312	ENSG00000179134	SAMD4B

1277	2315	ENSG00000175087	PDIK1L

1278	2319	ENSG00000197932	F8A1

1279	2320	ENSG00000121742	GJB6

1280	2322	ENSG00000160916	ATP5J2

1281	2323	ENSG00000105325	FZR1

1282	2324	ENSG00000060762	BRP44L

1283	2325	ENSG00000115297	TLX2

1284	2328	ENSG00000157613	CREB3L1

1285	2329	ENSG00000185963	BICD2

1286	2330	ENSG00000160654	CD3G

1287	2332	ENSG00000180855	ZNF443

1288	2333	ENSG00000065491	TBC1D22B

1289	2334	ENSG00000206218	ENSG00000206218

1290	2335	ENSG00000038002	AGA

1291	2336	ENSG00000133895	MEN1

1292	2337	ENSG00000104763	ASAH1

1293	2338	ENSG00000116221	MRPL37

1294	2339	ENSG00000184313	C1orf175

1295	2340	ENSG00000152413	HOMER1

1296	2341	ENSG00000082701	GSK3B

1297	2343	ENSG00000000457	SCYL3

1298	2344	ENSG00000211800	TRAV20

1299	2345	ENSG00000087258	GNAO1

1300	2350	ENSG00000148541	FAM13C

1301	2352	ENSG00000155975	VPS37A

1302	2357	ENSG00000129347	KRI1

1303	2358	ENSG00000123485	HJURP

1304	2360	ENSG00000077809	GTF2I

1305	2361	ENSG00000152042	RP11-94I2.2

1306	2366	ENSG00000166126	AMN

1307	2368	ENSG00000092964	DPYSL2

1308	2370	ENSG00000159346	ADIPOR1

1309	2374	ENSG00000135272	MDFIC

1310	2375	ENSG00000167702	KIFC2

1311	2377	ENSG00000105993	DNAJB6

1312	2378	ENSG00000165283	STOML2

1313	2379	ENSG00000215045	GRID2IP

1314	2380	ENSG00000109790	KLHL5

1315	2381	ENSG00000080618	CPB2

1316	2383	ENSG00000170476	MGC29506

1317	2385	ENSG00000165288	BRWD3

1318	2386	ENSG00000175806	MSRA

1319	2387	ENSG00000162437	RAVER2

1320	2388	ENSG00000123908	EIF2C2

1321	2389	ENSG00000132792	CTNNBL1

1322	2390	ENSG00000064703	DDX20

1323	2391	ENSG00000111199	TRPV4

1324	2394	ENSG00000106638	TBL2

1325	2397	ENSG00000198523	PLN

1326	2399	ENSG00000167770	OTUB1

1327	2400	ENSG00000130725	UBE2M

1328	2401	ENSG00000166946	CCNDBP1

1329	2403	ENSG00000198642	KLHL9

1330	2405	ENSG00000100297	MCM5

1331	2406	ENSG00000156239	N6AMT1

1332	2407	ENSG00000215377	LOC728358

1333	2408	ENSG00000135372	NAT10

1334	2409	ENSG00000144579	CTDSP1

1335	2410	ENSG00000187772	LIN28B

1336	2412	ENSG00000117395	EBNA1BP2

1337	2414	ENSG00000042980	ADAM28

1338	2415	ENSG00000215467	RPL27AP

1339	2416	ENSG00000112282	MED23

1340	2418	ENSG00000175093	SPSB4

1341	2419	ENSG00000137106	GRHPR

1342	2420	ENSG00000172828	CES3

1343	2422	ENSG00000171094	ALK

1344	2424	ENSG00000042813	ZPBP

1345	2427	ENSG00000166171	RP11-529I10.4

1346	2428	ENSG00000109084	TMEM97

1347	2429	ENSG00000154639	CXADR

1348	2431	ENSG00000189013	KIR2DL4

1349	2432	ENSG00000139921	TMX1

1350	2433	ENSG00000177047	IFNW1

1351	2436	ENSG00000142534	RPS11

1352	2438	ENSG00000101977	MCF2

1353	2439	ENSG00000103522	IL21R

1354	2441	ENSG00000141252	VPS53

1355	2442	ENSG00000155363	MOV10

1356	2444	ENSG00000211660	IGLV2-23

1357	2445	ENSG00000131508	UBE2D2

1358	2448	ENSG00000140557	ST8SIA2

1359	2452	ENSG00000101003	GINS1

1360	2454	ENSG00000198060	MARCH5

1361	2456	ENSG00000104808	DHDH

1362	2464	ENSG00000143627	PKLR

1363	2465	ENSG00000136718	IMP4

1364	2467	ENSG00000163814	CDCP1

1365	2471	ENSG00000205609	EIF3CL

1366	2473	ENSG00000146267	C6orf168

1367	2475	ENSG00000079308	TNS1

1368	2479	ENSG00000167508	MVD

1369	2480	ENSG00000052850	ALX4

1370	2486	ENSG00000183475	ASB7

1371	2487	ENSG00000030110	BAK1

1372	2488	ENSG00000120903	CHRNA2

